"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
115,22 Jul 2021 21:35:00.482,22 Jul 2021 21:40:32.619,332.137
116,22 Jul 2021 23:11:58.308,22 Jul 2021 23:17:19.689,321.381
117,23 Jul 2021 00:48:05.815,23 Jul 2021 00:54:26.428,380.613
118,23 Jul 2021 02:24:55.877,23 Jul 2021 02:29:26.855,270.978
119,23 Jul 2021 19:02:08.889,23 Jul 2021 19:08:16.046,367.157
120,23 Jul 2021 20:38:31.703,23 Jul 2021 20:44:27.051,355.348
121,23 Jul 2021 22:15:42.889,23 Jul 2021 22:20:53.652,310.763
122,23 Jul 2021 23:52:02.289,23 Jul 2021 23:58:06.822,364.533
123,24 Jul 2021 01:28:19.620,24 Jul 2021 01:34:11.387,351.767
124,24 Jul 2021 18:06:38.147,24 Jul 2021 18:11:50.130,311.983
125,24 Jul 2021 19:42:08.090,24 Jul 2021 19:48:23.367,375.277
126,24 Jul 2021 21:19:19.233,24 Jul 2021 21:24:34.557,315.324
127,24 Jul 2021 22:55:57.743,24 Jul 2021 23:01:39.084,341.341
128,25 Jul 2021 00:32:03.703,25 Jul 2021 00:38:23.771,380.068
129,25 Jul 2021 17:12:02.111,25 Jul 2021 17:14:40.061,157.950
130,25 Jul 2021 18:45:55.275,25 Jul 2021 18:52:17.673,382.399
131,25 Jul 2021 20:22:49.949,25 Jul 2021 20:28:22.954,333.005
132,25 Jul 2021 21:59:48.512,25 Jul 2021 22:05:09.020,320.508
133,25 Jul 2021 23:35:56.280,25 Jul 2021 23:42:16.223,379.943
134,26 Jul 2021 01:12:44.283,26 Jul 2021 01:17:19.866,275.583
135,26 Jul 2021 17:49:59.162,26 Jul 2021 17:56:05.142,365.980
136,26 Jul 2021 19:26:20.212,26 Jul 2021 19:32:16.569,356.357
137,26 Jul 2021 21:03:31.704,26 Jul 2021 21:08:42.243,310.539
138,26 Jul 2021 22:39:51.767,26 Jul 2021 22:45:55.192,363.425
139,27 Jul 2021 00:16:08.269,27 Jul 2021 00:22:01.681,353.412
140,27 Jul 2021 16:54:28.751,27 Jul 2021 16:59:37.317,308.566
141,27 Jul 2021 18:29:55.892,27 Jul 2021 18:36:11.910,376.018
142,27 Jul 2021 20:07:06.680,27 Jul 2021 20:12:22.506,315.825
143,27 Jul 2021 21:43:46.073,27 Jul 2021 21:49:26.259,340.187
144,27 Jul 2021 23:19:51.831,27 Jul 2021 23:26:12.112,380.281
145,28 Jul 2021 15:59:56.511,28 Jul 2021 16:02:21.883,145.372
146,28 Jul 2021 17:33:42.611,28 Jul 2021 17:40:05.051,382.440
147,28 Jul 2021 19:10:36.203,28 Jul 2021 19:16:10.219,334.016
148,28 Jul 2021 20:47:35.526,28 Jul 2021 20:52:55.253,319.727
149,28 Jul 2021 22:23:43.600,28 Jul 2021 22:30:02.904,379.304
150,29 Jul 2021 00:00:29.553,29 Jul 2021 00:05:09.814,280.262
151,29 Jul 2021 16:37:46.335,29 Jul 2021 16:43:51.103,364.767
152,29 Jul 2021 18:14:05.523,29 Jul 2021 18:20:03.010,357.487
153,29 Jul 2021 19:51:17.305,29 Jul 2021 19:56:27.751,310.446
154,29 Jul 2021 21:27:38.086,29 Jul 2021 21:33:40.445,362.360
155,29 Jul 2021 23:03:53.772,29 Jul 2021 23:09:48.903,355.131
156,30 Jul 2021 15:42:16.350,30 Jul 2021 15:47:21.287,304.937
157,30 Jul 2021 17:17:40.518,30 Jul 2021 17:23:57.355,376.837
158,30 Jul 2021 18:54:50.905,30 Jul 2021 19:00:07.382,316.477
159,30 Jul 2021 20:31:31.219,30 Jul 2021 20:37:10.322,339.102
160,30 Jul 2021 22:07:36.811,30 Jul 2021 22:13:57.348,380.537
161,31 Jul 2021 14:47:48.781,31 Jul 2021 14:49:59.636,130.855
162,31 Jul 2021 16:21:26.809,31 Jul 2021 16:27:49.316,382.507
163,31 Jul 2021 17:58:19.239,31 Jul 2021 18:03:54.405,335.166
164,31 Jul 2021 19:35:19.338,31 Jul 2021 19:40:38.382,319.044
165,31 Jul 2021 21:11:27.765,31 Jul 2021 21:17:46.469,378.705
166,31 Jul 2021 22:48:11.680,31 Jul 2021 22:52:56.685,285.005
167,1 Aug 2021 15:25:30.419,1 Aug 2021 15:31:33.906,363.487

