"Time (UTCG)","Semi-parameter (km)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","Arg of Perigee (deg)","RAAN (deg)","Height of Apogee (km)","Height of Perigee (km)","Sidereal Period (sec)","Orbit Count"
10 May 2022 05:49:44.284,6694.381134,6694.430261,0.00270896,51.544535,206.582165,38.058760,334.428229,298.158293,5451.065658,7740
10 May 2022 20:56:15.264,6694.022183,6694.069905,0.00267003,51.544595,210.243699,34.751557,333.806274,298.059537,5450.625525,7750
11 May 2022 12:02:41.816,6693.662278,6693.708662,0.00263241,51.544666,213.950900,31.444036,333.192240,297.951084,5450.184319,7760
12 May 2022 03:09:03.927,6693.301402,6693.346518,0.00259625,51.544733,217.700471,28.136201,332.587142,297.831895,5449.742025,7770
12 May 2022 18:15:21.585,6692.939426,6692.983352,0.00256181,51.544782,221.485160,24.828045,331.992533,297.700170,5449.298494,7780
13 May 2022 09:21:34.776,6692.576376,6692.619186,0.00252915,51.544798,225.303670,21.519556,331.408806,297.555566,5448.853756,7790
14 May 2022 00:27:43.487,6692.212166,6692.253939,0.00249840,51.544775,229.150959,18.210715,330.836872,297.397007,5448.407708,7800
14 May 2022 15:33:47.703,6691.846638,6691.887459,0.00246981,51.544709,233.017488,14.901500,330.278176,297.222741,5447.960167,7810
15 May 2022 06:39:47.408,6691.479747,6691.519698,0.00244343,51.544606,236.900825,11.591889,329.732931,297.032465,5447.511074,7820
15 May 2022 21:45:42.584,6691.111328,6691.150496,0.00241945,51.544478,240.790039,8.281865,329.202432,296.824560,5447.060234,7830
16 May 2022 12:51:33.214,6690.741258,6690.779730,0.00239793,51.544343,244.682167,4.971420,328.686722,296.598738,5446.607496,7840
17 May 2022 03:57:19.277,6690.369369,6690.407233,0.00237895,51.544218,248.569826,1.660554,328.186356,296.354109,5446.152657,7850
17 May 2022 19:03:00.750,6689.995528,6690.032874,0.00236269,51.544120,252.440760,358.349280,327.702334,296.089413,5445.695558,7860
18 May 2022 10:08:37.610,6689.619536,6689.656452,0.00234915,51.544055,256.291891,355.037617,327.234433,295.804472,5445.235953,7870
19 May 2022 01:14:09.831,6689.241202,6689.277780,0.00233839,51.544024,260.115644,351.725586,326.782887,295.498673,5444.773612,7880
19 May 2022 16:19:37.386,6688.860468,6688.896798,0.00233051,51.544016,263.899832,348.413208,326.348327,295.171268,5444.308465,7890
20 May 2022 07:25:00.244,6688.477049,6688.513220,0.00232548,51.544015,267.642318,345.100495,325.930201,294.822238,5443.840162,7900
20 May 2022 22:30:18.375,6688.090952,6688.127054,0.00232334,51.544002,271.331790,341.787447,325.528880,294.451228,5443.368714,7910
21 May 2022 13:35:31.746,6687.701844,6687.737966,0.00232405,51.543960,274.967307,338.474056,325.143582,294.058350,5442.893711,7920
22 May 2022 04:40:40.320,6687.309551,6687.345780,0.00232755,51.543876,278.543719,335.160301,324.773924,293.643635,5442.414940,7930
22 May 2022 19:45:44.060,6686.914184,6686.950607,0.00233384,51.543747,282.052062,331.846157,324.419911,293.207302,5441.932537,7940
23 May 2022 10:50:42.927,6686.515348,6686.552049,0.00234282,51.543578,285.493490,328.531597,324.080426,292.749672,5441.446016,7950
24 May 2022 01:55:36.881,6686.112889,6686.149951,0.00235439,51.543381,288.865113,325.216599,323.754750,292.271152,5440.955189,7960
24 May 2022 17:00:25.880,6685.706989,6685.744494,0.00236848,51.543172,292.160605,321.901145,323.442573,291.772415,5440.460277,7970
25 May 2022 08:05:09.880,6685.297208,6685.335235,0.00238496,51.542969,295.382973,318.585227,323.142494,291.253975,5439.960738,7980
25 May 2022 23:09:48.838,6684.883948,6684.922572,0.00240370,51.542787,298.527881,315.268846,322.854090,290.717054,5439.457061,7990
26 May 2022 14:14:22.708,6684.466410,6684.505706,0.00242458,51.542638,301.598760,311.952009,322.575815,290.161597,5438.948269,8000
27 May 2022 05:18:51.441,6684.044685,6684.084722,0.00244745,51.542529,304.596305,308.634728,322.306655,289.588789,5438.434468,8010
27 May 2022 20:23:14.988,6683.619030,6683.659878,0.00247218,51.542460,307.518100,305.317016,322.046086,288.999670,5437.915971,8020
28 May 2022 11:27:33.301,6683.189052,6683.230775,0.00249860,51.542424,310.369077,301.998889,321.792517,288.395034,5437.392294,8030
29 May 2022 02:31:46.328,6682.754710,6682.797370,0.00252656,51.542412,313.150921,298.680358,321.544881,287.775859,5436.863382,8040
29 May 2022 17:35:54.019,6682.316258,6682.359913,0.00255595,51.542410,315.862814,295.361429,321.302678,287.143149,5436.329545,8050
30 May 2022 08:39:56.323,6681.873383,6681.918087,0.00258657,51.542405,318.510033,292.042104,321.064303,286.497871,5435.790392,8060
30 May 2022 23:43:53.192,6681.426636,6681.472440,0.00261827,51.542383,321.093312,288.722379,320.829323,285.841556,5435.246595,8070
31 May 2022 14:47:44.573,6680.975114,6681.022065,0.00265095,51.542332,323.616209,285.402244,320.596110,285.174020,5434.697048,8080
1 Jun 2022 05:51:30.411,6680.519148,6680.567288,0.00268441,51.542245,326.082217,282.081684,320.363668,284.496908,5434.142148,8090
1 Jun 2022 20:55:10.654,6680.058887,6680.108257,0.00271858,51.542120,328.491903,278.760681,320.131657,283.810857,5433.582077,8100
2 Jun 2022 11:58:45.250,6679.594168,6679.644802,0.00275324,51.541957,330.850287,275.439213,319.898474,283.117130,5433.016627,8110
3 Jun 2022 03:02:14.146,6679.124998,6679.176924,0.00278825,51.541765,333.160087,272.117262,319.663161,282.416687,5432.445800,8120
3 Jun 2022 18:05:37.287,6678.651426,6678.704672,0.00282358,51.541555,335.422175,268.794807,319.425525,281.709819,5431.869658,8130
4 Jun 2022 09:08:54.622,6678.173354,6678.227941,0.00285899,51.541342,337.641192,265.471834,319.183911,280.997970,5431.288072,8140
5 Jun 2022 00:12:06.094,6677.690559,6677.746501,0.00289437,51.541141,339.819902,262.148332,318.937348,280.281654,5430.700762,8150
5 Jun 2022 15:15:11.649,6677.203310,6677.260621,0.00292967,51.540969,341.958902,258.824296,318.685786,279.561455,5430.108057,8160
6 Jun 2022 06:18:11.232,6676.711317,6676.770001,0.00296467,51.540838,344.062543,255.499727,318.427389,278.838613,5429.509593,8170
6 Jun 2022 21:21:04.785,6676.214428,6676.274490,0.00299938,51.540758,346.131704,252.174631,318.162193,278.112787,5428.905184,8180
7 Jun 2022 12:23:52.247,6675.712483,6675.773917,0.00303355,51.540730,348.170261,248.849020,317.888229,277.385604,5428.294623,8190
8 Jun 2022 03:26:33.558,6675.205275,6675.268068,0.00306705,51.540749,350.180379,245.522906,317.604477,276.657660,5427.677651,8200
8 Jun 2022 18:29:08.652,6674.692584,6674.756726,0.00309996,51.540802,352.162798,242.196304,317.311193,275.928260,5427.054003,8210
9 Jun 2022 09:31:37.462,6674.174122,6674.239591,0.00313197,51.540867,354.120898,238.869223,317.006128,275.199055,5426.423314,8220
10 Jun 2022 00:33:59.916,6673.649570,6673.716338,0.00316299,51.540921,356.056501,235.541667,316.688225,274.470450,5425.785187,8230
10 Jun 2022 15:36:15.939,6673.118704,6673.186744,0.00319312,51.540938,357.970123,232.213634,316.358019,273.741469,5425.139354,8240
11 Jun 2022 06:38:25.452,6672.581044,6672.650316,0.00322205,51.540898,359.864655,228.885111,316.012942,273.013691,5424.485214,8250
11 Jun 2022 21:40:28.370,6672.036395,6672.106866,0.00324993,51.540788,1.740446,225.556076,315.653738,272.285994,5423.822535,8260
12 Jun 2022 12:42:24.605,6671.484130,6671.555749,0.00327643,51.540606,3.600135,222.226502,315.277636,271.559863,5423.150537,8270
13 Jun 2022 03:44:14.061,6670.923765,6670.996477,0.00330147,51.540366,5.445049,218.896360,314.883580,270.835375,5422.468623,8280
13 Jun 2022 18:45:56.639,6670.355208,6670.428964,0.00332523,51.540092,7.275420,215.565619,314.472681,270.111247,5421.776690,8290
14 Jun 2022 09:47:32.235,6669.777576,6669.852312,0.00334738,51.539817,9.093646,212.234259,314.041874,269.388750,5421.073643,8300
15 Jun 2022 00:49:00.733,6669.190313,6669.265960,0.00336787,51.539576,10.900952,208.902266,313.590156,268.667763,5420.358803,8310
15 Jun 2022 15:50:22.019,6668.593485,6668.669981,0.00338689,51.539396,12.697590,205.569635,313.119030,267.946932,5419.632258,8320
16 Jun 2022 06:51:35.968,6667.985946,6668.063217,0.00340413,51.539296,14.485802,202.236372,312.625162,267.227271,5418.892598,8330
16 Jun 2022 21:52:42.451,6667.367882,6667.445859,0.00341981,51.539278,16.265823,198.902486,312.110286,266.507432,5418.140059,8340
17 Jun 2022 12:53:41.334,6666.737994,6666.816594,0.00343362,51.539330,18.039745,195.567986,311.570912,265.788276,5417.373041,8350
18 Jun 2022 03:54:32.467,6666.095679,6666.174816,0.00344550,51.539426,19.808567,192.232876,311.006151,265.069482,5416.590809,8360
18 Jun 2022 18:55:15.704,6665.441323,6665.520922,0.00345571,51.539536,21.572434,188.897154,310.418047,264.349797,5415.793848,8370
19 Jun 2022 09:55:50.887,6664.773422,6664.853392,0.00346392,51.539627,23.333071,185.560806,309.802926,263.629857,5414.980307,8380
20 Jun 2022 00:56:17.848,6664.091395,6664.171643,0.00347010,51.539673,25.091185,182.223812,309.160005,262.909280,5414.149479,8390
20 Jun 2022 15:56:36.418,6663.395812,6663.476255,0.00347450,51.539657,26.846959,178.886143,308.491532,262.186977,5413.302074,8400
21 Jun 2022 06:56:46.422,6662.685033,6662.765574,0.00347681,51.539574,28.601713,175.547772,307.793761,261.463387,5412.436078,8410
21 Jun 2022 21:56:47.679,6661.959725,6662.040279,0.00347729,51.539429,30.355521,172.208668,307.069096,260.737463,5411.552323,8420
22 Jun 2022 12:56:40.002,6661.218204,6661.298672,0.00347562,51.539236,32.109473,168.868802,306.313822,260.009522,5410.648741,8430
23 Jun 2022 03:56:23.188,6660.459970,6660.540252,0.00347180,51.539014,33.863980,165.528155,305.527297,259.279208,5409.724726,8440
23 Jun 2022 18:55:57.039,6659.685786,6659.765794,0.00346608,51.538786,35.619270,162.186705,304.712044,258.545545,5408.781225,8450
24 Jun 2022 09:55:21.352,6658.893978,6658.973613,0.00345818,51.538573,37.376003,158.844441,303.864514,257.808711,5407.816189,8460
25 Jun 2022 00:54:35.907,6658.084123,6658.163285,0.00344810,51.538393,39.134465,155.501354,302.984277,257.068293,5406.829106,8470
25 Jun 2022 15:53:40.491,6657.256981,6657.335582,0.00343609,51.538259,40.895177,152.157437,302.073783,256.323382,5405.820921,8480
26 Jun 2022 06:52:34.883,6656.410983,6656.488927,0.00342190,51.538176,42.658255,148.812687,301.129754,255.574099,5404.789715,8490
26 Jun 2022 21:51:18.858,6655.546821,6655.624021,0.00340576,51.538144,44.424423,145.467097,300.154509,254.819532,5403.736348,8500
27 Jun 2022 12:49:52.186,6654.663017,6654.739379,0.00338745,51.538155,46.193315,142.120659,299.144969,254.059789,5402.659016,8510
28 Jun 2022 03:48:14.625,6653.759211,6653.834641,0.00336696,51.538199,47.964811,138.773361,298.100829,253.294453,5401.557285,8520
28 Jun 2022 18:46:25.936,6652.835880,6652.910298,0.00334451,51.538259,49.740040,135.425184,297.024044,252.522552,5400.431757,8530
29 Jun 2022 09:44:25.871,6651.891726,6651.965042,0.00331990,51.538320,51.517622,132.076106,295.911883,251.744202,5399.280845,8540
30 Jun 2022 00:42:14.177,6650.926353,6650.998481,0.00329312,51.538364,53.297053,128.726100,294.764009,250.958952,5398.104077,8550
30 Jun 2022 15:39:50.594,6649.939907,6650.010770,0.00326437,51.538377,55.080017,125.375132,293.581840,250.165700,5396.901648,8560
1 Jul 2022 06:37:14.860,6648.931260,6649.000776,0.00323345,51.538350,56.863815,122.023167,292.362986,249.364567,5395.672185,8570
1 Jul 2022 21:34:26.703,6647.900277,6647.968375,0.00320054,51.538277,58.650574,118.670167,291.108440,248.554311,5394.415542,8580
2 Jul 2022 12:31:25.845,6646.845905,6646.912508,0.00316545,51.538157,60.436584,115.316096,289.815988,247.735027,5393.130436,8590
3 Jul 2022 03:28:11.998,6645.767494,6645.832527,0.00312820,51.537998,62.220530,111.960915,288.484998,246.906056,5391.816087,8600
3 Jul 2022 18:24:44.864,6644.664372,6644.727771,0.00308890,51.537810,64.005384,108.604594,287.115690,246.065852,5390.471697,8610
4 Jul 2022 09:21:04.137,6643.535506,6643.597204,0.00304742,51.537608,65.785559,105.247103,285.706044,245.214363,5389.096013,8620
5 Jul 2022 00:17:09.497,6642.379917,6642.439848,0.00300375,51.537410,67.559129,101.888421,284.255064,244.350631,5387.687853,8630
5 Jul 2022 15:13:00.612,6641.196283,6641.254392,0.00295798,51.537233,69.330093,98.528531,282.762083,243.472700,5386.245631,8640
6 Jul 2022 06:08:37.133,6639.983412,6640.039640,0.00290999,51.537091,71.090640,95.167421,281.225074,242.580206,5384.767902,8650
6 Jul 2022 21:03:58.693,6638.739499,6638.793796,0.00285985,51.536993,72.845529,91.805080,279.642733,241.670859,5383.252489,8660
7 Jul 2022 11:59:04.908,6637.463097,6637.515413,0.00280744,51.536940,74.585305,88.441499,278.012848,240.743977,5381.697644,8670
8 Jul 2022 02:53:55.371,6636.152276,6636.202563,0.00275275,51.536924,76.306798,85.076661,276.333372,239.797755,5380.101036,8680
8 Jul 2022 17:48:29.646,6634.804369,6634.852587,0.00269581,51.536931,78.016008,81.710543,274.601879,238.829295,5378.459441,8690
9 Jul 2022 08:42:47.271,6633.417276,6633.463386,0.00263651,51.536939,79.700510,78.343110,272.815584,237.837188,5376.770321,8700
9 Jul 2022 23:36:47.739,6631.985768,6632.029734,0.00257477,51.536925,81.362688,74.974313,270.968666,236.816803,5375.027341,8710
10 Jul 2022 14:30:30.514,6630.510755,6630.552551,0.00251067,51.536867,82.996372,71.604087,269.062702,235.768400,5373.231633,8720
11 Jul 2022 05:23:55.035,6628.986718,6629.026316,0.00244408,51.536751,84.591867,68.232362,267.091199,234.687434,5371.376507,8730
11 Jul 2022 20:17:00.678,6627.408998,6627.446379,0.00237496,51.536571,86.156633,64.859057,265.049314,233.569445,5369.456331,8740
12 Jul 2022 11:09:46.765,6625.773230,6625.808378,0.00230322,51.536332,87.671100,61.484090,262.932059,232.410697,5367.465829,8750
13 Jul 2022 02:02:12.558,6624.073900,6624.106806,0.00222879,51.536051,89.126974,58.107383,260.733562,231.206050,5365.398334,8760
13 Jul 2022 16:54:17.245,6622.304404,6622.335062,0.00215162,51.535747,90.531195,54.728862,258.446830,229.949294,5363.245861,8770
14 Jul 2022 07:45:59.932,6620.457769,6620.486182,0.00207164,51.535443,91.857018,51.348459,256.064432,228.633933,5360.999983,8780
14 Jul 2022 22:37:19.631,6618.525419,6618.551596,0.00198876,51.535157,93.109702,47.966110,253.577322,227.251871,5358.650332,8790
15 Jul 2022 13:28:15.246,6616.497675,6616.521635,0.00190295,51.534900,94.255271,44.581749,250.975551,225.793720,5356.185211,8800
16 Jul 2022 04:18:45.548,6614.362946,6614.384715,0.00181417,51.534674,95.273276,41.195300,248.247366,224.248065,5353.590612,8810
16 Jul 2022 19:08:49.159,6612.107673,6612.127287,0.00172235,51.534471,96.161551,37.806672,245.378674,222.601901,5350.850150,8820
17 Jul 2022 09:58:24.518,6609.715253,6609.732761,0.00162751,51.534276,96.866905,34.415755,242.353194,220.838327,5347.943764,8830
18 Jul 2022 00:47:29.842,6607.165591,6607.181052,0.00152971,51.534071,97.347947,31.022409,239.151152,218.936953,5344.847177,8840
18 Jul 2022 15:36:03.079,6604.434421,6604.447906,0.00142888,51.533837,97.579366,27.626466,235.747866,216.873945,5341.531072,8850
19 Jul 2022 06:24:01.841,6601.490301,6601.501895,0.00132526,51.533557,97.462671,24.227722,232.113619,214.616172,5337.957469,8860
19 Jul 2022 21:11:23.313,6598.294191,6598.303994,0.00121888,51.533218,96.932830,20.825937,228.209503,212.124485,5334.079216,8870
20 Jul 2022 11:58:04.127,6594.793463,6594.801592,0.00111029,51.532812,95.820466,17.420828,223.986736,209.342449,5329.832759,8880
21 Jul 2022 02:44:00.174,6590.917936,6590.924529,0.00100017,51.532332,93.925551,14.012054,219.379591,206.195467,5325.133362,8890
21 Jul 2022 17:29:06.331,6586.570531,6586.575738,0.00088914,51.531776,90.998480,10.599203,214.295109,202.582368,5319.863827,8900
22 Jul 2022 08:13:16.023,6581.607329,6581.611327,0.00077931,51.531135,86.555388,7.181765,208.603419,198.345234,5313.850456,8910
22 Jul 2022 22:56:20.452,6575.804325,6575.807306,0.00067321,51.530392,79.941194,3.759078,202.097232,193.243379,5306.822945,8920
23 Jul 2022 13:38:07.210,6568.787404,6568.789591,0.00057705,51.529510,69.874668,0.330245,194.443116,186.862066,5298.330033,8930
24 Jul 2022 04:18:17.103,6559.806081,6559.807684,0.00049429,51.528401,54.408651,356.893971,184.913147,178.428220,5287.466654,8940
24 Jul 2022 18:56:16.852,6547.275214,6547.276482,0.00043999,51.526863,32.511523,353.448156,172.020189,166.258775,5272.322919,8950
25 Jul 2022 09:30:54.414,6526.346059,6526.347137,0.00040642,51.524280,5.653912,349.988972,150.862545,145.557729,5247.062484,8960
25 Jul 2022 10:56:18.367,6520.393557,6520.394420,0.00036392,51.489601,252.741650,334.321426,144.630322,139.884519,5239.885310,8970
25 Jul 2022 12:23:21.151,6511.863523,6511.864000,0.00027050,51.488496,263.840807,333.972352,135.488433,131.965566,5229.605916,8971
25 Jul 2022 13:50:09.551,6496.525136,6496.525251,0.00013282,51.486482,280.324751,333.622346,119.251142,117.525360,5211.139232,8972

