"Time (UTCG)","Semi-parameter (km)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","Arg of Perigee (deg)","RAAN (deg)","Height of Apogee (km)","Height of Perigee (km)","Sidereal Period (sec)","Orbit Count"
1 Jan 2021 17:42:50.142,6777.470591,6777.471873,0.00043499,51.558120,166.876141,34.419482,402.283038,396.386708,5552.806842,0
2 Jan 2021 09:06:20.754,6777.436424,6777.437482,0.00039510,51.558161,172.493387,31.193850,401.978254,396.622710,5552.764577,10
3 Jan 2021 00:29:51.149,6777.402268,6777.403120,0.00035449,51.558239,179.099569,27.968208,401.668624,396.863615,5552.722347,20
3 Jan 2021 15:53:21.116,6777.368005,6777.368671,0.00031349,51.558344,186.995989,24.742573,401.356318,397.107023,5552.680012,30
4 Jan 2021 07:16:50.652,6777.333618,6777.334123,0.00027275,51.558459,196.590963,21.516955,401.045638,397.348608,5552.637554,40
4 Jan 2021 22:40:19.754,6777.299070,6777.299439,0.00023329,51.558568,208.409791,18.291360,400.743548,397.581330,5552.594930,50
5 Jan 2021 14:03:48.419,6777.264276,6777.264539,0.00019693,51.558652,223.042772,15.065780,400.462174,397.792904,5552.552039,60
6 Jan 2021 05:27:16.644,6777.229243,6777.229431,0.00016645,51.558699,240.861576,11.840205,400.220530,397.964332,5552.508894,70
6 Jan 2021 20:50:44.426,6777.194064,6777.194208,0.00014570,51.558695,261.236591,8.614617,400.044628,398.069787,5552.465607,80
7 Jan 2021 12:14:11.764,6777.158605,6777.158734,0.00013837,51.558635,281.405432,5.388988,399.959474,398.083995,5552.422013,90
8 Jan 2021 03:37:38.656,6777.122820,6777.122962,0.00014517,51.558529,297.310854,2.163281,399.969768,398.002157,5552.378052,100
8 Jan 2021 19:01:05.100,6777.086865,6777.087045,0.00016256,51.558406,307.521062,358.937471,400.051737,397.848352,5552.333912,110
9 Jan 2021 10:24:31.095,6777.050689,6777.050924,0.00018608,51.558296,313.675583,355.711566,400.174964,397.652884,5552.289523,120
10 Jan 2021 01:47:56.639,6777.014270,6777.014578,0.00021290,51.558221,317.596444,352.485584,400.320413,397.434742,5552.244856,130
10 Jan 2021 17:11:21.730,6776.977647,6776.978043,0.00024166,51.558189,320.336428,349.259555,400.478782,397.203304,5552.199958,140
11 Jan 2021 08:34:46.365,6776.940785,6776.941285,0.00027168,51.558199,322.418197,346.033506,400.645463,396.963107,5552.154786,150
11 Jan 2021 23:58:10.543,6776.903639,6776.904260,0.00030260,51.558238,324.116733,342.807458,400.817983,396.716537,5552.109285,160
12 Jan 2021 15:21:34.259,6776.866376,6776.867133,0.00033423,51.558290,325.580160,339.581427,400.995193,396.465073,5552.063660,170
13 Jan 2021 06:44:57.513,6776.828929,6776.829839,0.00036645,51.558335,326.890685,336.355416,401.176199,396.209480,5552.017830,180
13 Jan 2021 22:08:20.302,6776.791338,6776.792418,0.00039917,51.558357,328.102148,333.129419,401.360489,395.950347,5551.971843,190
14 Jan 2021 13:31:42.625,6776.753617,6776.754884,0.00043234,51.558344,329.243482,329.903422,401.547768,395.688000,5551.925717,200
15 Jan 2021 04:55:04.481,6776.715800,6776.717271,0.00046594,51.558290,330.335923,326.677405,401.737837,395.422705,5551.879496,210
15 Jan 2021 20:18:25.868,6776.677907,6776.679601,0.00049993,51.558197,331.395586,323.451349,401.930490,395.154711,5551.833203,220
16 Jan 2021 11:41:46.786,6776.639980,6776.641914,0.00053431,51.558073,332.430292,320.225233,402.125713,394.884116,5551.786891,230
17 Jan 2021 03:05:07.235,6776.602055,6776.604249,0.00056905,51.557929,333.447307,316.999041,402.323459,394.611039,5551.740605,240
17 Jan 2021 18:28:27.214,6776.564126,6776.566600,0.00060413,51.557780,334.453130,313.772765,402.523559,394.335641,5551.694339,250
18 Jan 2021 09:51:46.724,6776.526267,6776.529039,0.00063957,51.557641,335.450301,310.546402,402.726129,394.057948,5551.648181,260
19 Jan 2021 01:15:05.766,6776.488512,6776.491603,0.00067536,51.557526,336.441933,307.319954,402.931169,393.778037,5551.602177,270
19 Jan 2021 16:38:24.342,6776.450826,6776.454256,0.00071147,51.557443,337.431178,304.093432,403.138469,393.496044,5551.556283,280
20 Jan 2021 08:01:42.453,6776.413302,6776.417093,0.00074791,51.557399,338.418984,300.866848,403.348218,393.211968,5551.510615,290
20 Jan 2021 23:25:00.102,6776.375880,6776.380052,0.00078465,51.557394,339.407412,297.640219,403.560170,392.925935,5551.465097,300
21 Jan 2021 14:48:17.289,6776.338670,6776.343245,0.00082173,51.557423,340.397009,294.413561,403.774537,392.637954,5551.419867,310
22 Jan 2021 06:11:34.020,6776.301684,6776.306686,0.00085911,51.557475,341.388784,291.186889,403.991300,392.348071,5551.374940,320
22 Jan 2021 21:34:50.295,6776.264842,6776.270292,0.00089679,51.557539,342.383798,287.960216,404.210155,392.056429,5551.330218,330
23 Jan 2021 12:58:06.118,6776.228243,6776.234164,0.00093476,51.557599,343.382304,284.733548,404.431328,391.763001,5551.285823,340
24 Jan 2021 04:21:21.492,6776.191890,6776.198305,0.00097303,51.557639,344.384824,281.506888,404.654771,391.467840,5551.241758,350
24 Jan 2021 19:44:36.419,6776.155683,6776.162617,0.00101156,51.557647,345.391814,278.280231,404.880133,391.171101,5551.197903,360
25 Jan 2021 11:07:50.901,6776.119711,6776.127187,0.00105037,51.557612,346.403431,275.053566,405.107636,390.872738,5551.154365,370
26 Jan 2021 02:31:04.943,6776.083959,6776.092002,0.00108945,51.557529,347.419925,271.826879,405.337202,390.572801,5551.111128,380
26 Jan 2021 17:54:18.545,6776.048324,6776.056957,0.00112875,51.557400,348.441403,268.600150,405.568457,390.271458,5551.068065,390
27 Jan 2021 09:17:31.710,6776.012871,6776.022119,0.00116831,51.557235,349.468037,265.373361,405.801599,389.968640,5551.025255,400
28 Jan 2021 00:40:44.441,6775.977581,6775.987470,0.00120810,51.557050,350.499969,262.146493,406.036529,389.664411,5550.982677,410
28 Jan 2021 16:03:56.738,6775.942337,6775.952892,0.00124809,51.556865,351.537172,258.919534,406.272870,389.358915,5550.940187,420
29 Jan 2021 07:27:08.602,6775.907187,6775.918433,0.00128829,51.556705,352.579916,255.692475,406.510787,389.052079,5550.897843,430
29 Jan 2021 22:50:20.035,6775.872044,6775.884006,0.00132867,51.556591,353.628147,252.465320,406.749909,388.744103,5550.855538,440
30 Jan 2021 14:13:31.038,6775.836925,6775.849628,0.00136924,51.556541,354.682215,249.238079,406.990373,388.434883,5550.813295,450
31 Jan 2021 05:36:41.611,6775.801788,6775.815259,0.00140998,51.556562,355.742304,246.010774,407.232047,388.124470,5550.771061,460
31 Jan 2021 20:59:51.754,6775.766571,6775.780834,0.00145086,51.556650,356.808319,242.783428,407.474572,387.813096,5550.728760,470
1 Feb 2021 12:23:01.466,6775.731261,6775.746342,0.00149189,51.556786,357.880631,239.556067,407.718029,387.500656,5550.686377,480
2 Feb 2021 03:46:10.747,6775.695817,6775.711742,0.00153305,51.556943,358.959337,236.328713,407.962264,387.187220,5550.643859,490
2 Feb 2021 19:09:19.595,6775.660204,6775.676997,0.00157430,51.557087,0.044187,233.101380,408.206935,386.873059,5550.601166,500
3 Feb 2021 10:32:28.008,6775.624387,6775.642073,0.00161564,51.557185,1.135430,229.874070,408.452075,386.558072,5550.558251,510
4 Feb 2021 01:55:35.984,6775.588329,6775.606933,0.00165706,51.557213,2.233014,226.646772,408.697521,386.242345,5550.515072,520
4 Feb 2021 17:18:43.520,6775.552025,6775.571573,0.00169851,51.557159,3.336566,223.419469,408.942976,385.926170,5550.471621,530
5 Feb 2021 08:41:50.612,6775.515427,6775.535941,0.00174001,51.557028,4.446327,220.192136,409.188440,385.609441,5550.427837,540
6 Feb 2021 00:04:57.258,6775.478579,6775.500083,0.00178152,51.556842,5.562106,216.964748,409.433782,385.292384,5550.383776,550
6 Feb 2021 15:28:03.454,6775.441360,6775.463878,0.00182302,51.556632,6.683975,213.737289,409.678707,384.975048,5550.339288,560
7 Feb 2021 06:51:09.196,6775.403788,6775.427342,0.00186451,51.556432,7.812147,210.509748,409.923214,384.657470,5550.294394,570
7 Feb 2021 22:14:14.479,6775.365896,6775.390509,0.00190595,51.556276,8.946430,207.282129,410.167065,384.339953,5550.249135,580
8 Feb 2021 13:37:19.302,6775.327633,6775.353326,0.00194734,51.556188,10.087316,204.054441,410.410223,384.022430,5550.203446,590
9 Feb 2021 05:00:23.658,6775.288996,6775.315791,0.00198865,51.556176,11.235007,200.826703,410.652547,383.705035,5550.157324,600
9 Feb 2021 20:23:27.546,6775.250032,6775.277948,0.00202986,51.556239,12.389351,197.598932,410.893822,383.388075,5550.110824,610
10 Feb 2021 11:46:30.961,6775.210699,6775.239758,0.00207096,51.556362,13.550882,194.371147,411.133978,383.071537,5550.063898,620
11 Feb 2021 03:09:33.900,6775.171011,6775.201229,0.00211191,51.556523,14.719772,191.143361,411.372864,382.755594,5550.016556,630
11 Feb 2021 18:32:36.359,6775.131016,6775.162413,0.00215270,51.556696,15.895769,187.915578,411.610277,382.440549,5549.968861,640
12 Feb 2021 09:55:38.334,6775.090696,6775.123288,0.00219329,51.556855,17.079360,184.687799,411.846118,382.126458,5549.920786,650
13 Feb 2021 01:18:39.823,6775.050074,6775.083877,0.00223368,51.556979,18.270630,181.460016,412.080231,381.813522,5549.872359,660
13 Feb 2021 16:41:40.822,6775.009194,6775.044223,0.00227382,51.557053,19.469212,178.232219,412.312424,381.502021,5549.823635,670
14 Feb 2021 08:04:41.328,6774.968062,6775.004330,0.00231369,51.557069,20.675579,175.004392,412.542585,381.192075,5549.774618,680
14 Feb 2021 23:27:41.339,6774.926717,6774.964236,0.00235327,51.557029,21.889340,171.776523,412.770533,380.883938,5549.725353,690
15 Feb 2021 14:50:40.853,6774.885169,6774.923950,0.00239253,51.556940,23.110971,168.548598,412.996145,380.577755,5549.675852,700
16 Feb 2021 06:13:39.867,6774.843480,6774.883532,0.00243145,51.556817,24.340557,165.320609,413.219296,380.273769,5549.626191,710
16 Feb 2021 21:36:38.381,6774.801662,6774.842994,0.00246999,51.556676,25.577691,162.092550,413.439818,379.972170,5549.576381,720
17 Feb 2021 12:59:36.393,6774.759754,6774.802373,0.00250815,51.556536,26.822961,158.864422,413.657582,379.673165,5549.526469,730
18 Feb 2021 04:22:33.903,6774.717783,6774.761694,0.00254588,51.556416,28.076492,155.636231,413.872433,379.376955,5549.476486,740
18 Feb 2021 19:45:30.910,6774.675738,6774.720945,0.00258317,51.556331,29.337908,152.407984,414.084221,379.083668,5549.426417,750
19 Feb 2021 11:08:27.415,6774.633666,6774.680170,0.00261999,51.556292,30.607889,149.179695,414.292790,378.793550,5549.376317,760
20 Feb 2021 02:31:23.418,6774.591580,6774.639382,0.00265632,51.556306,31.886613,145.951377,414.497975,378.506790,5549.326201,770
20 Feb 2021 17:54:18.919,6774.549451,6774.598550,0.00269213,51.556370,33.173729,142.723044,414.699642,378.223458,5549.276030,780
21 Feb 2021 09:17:13.919,6774.507318,6774.557712,0.00272739,51.556478,34.469973,139.494706,414.897593,377.943831,5549.225853,790
22 Feb 2021 00:40:08.417,6774.465174,6774.516858,0.00276208,51.556617,35.775541,136.266370,415.091644,377.668071,5549.175656,800
22 Feb 2021 16:03:02.415,6774.422990,6774.475957,0.00279619,51.556768,37.090070,133.038038,415.281672,377.396242,5549.125402,810
23 Feb 2021 07:25:55.911,6774.380782,6774.435025,0.00282967,51.556913,38.414292,129.809705,415.467422,377.128629,5549.075110,820
23 Feb 2021 22:48:48.907,6774.338507,6774.394016,0.00286251,51.557031,39.747816,126.581360,415.648779,376.865254,5549.024723,830
24 Feb 2021 14:11:41.401,6774.296171,6774.352934,0.00289467,51.557106,41.091337,123.352987,415.825445,376.606422,5548.974246,840
25 Feb 2021 05:34:33.392,6774.253743,6774.311746,0.00292612,51.557127,42.444968,120.124563,415.997197,376.352295,5548.923639,850
25 Feb 2021 20:57:24.880,6774.211188,6774.270415,0.00295685,51.557091,43.808253,116.896067,416.163949,376.102882,5548.872858,860
26 Feb 2021 12:20:15.863,6774.168477,6774.228911,0.00298683,51.557006,45.181817,113.667480,416.325351,375.858470,5548.821863,870
27 Feb 2021 03:43:06.339,6774.125568,6774.187188,0.00301601,51.556889,46.565719,110.438790,416.481184,375.619193,5548.770600,880
27 Feb 2021 19:05:56.305,6774.082445,6774.145230,0.00304440,51.556762,47.959490,107.209991,416.631423,375.385037,5548.719048,890
28 Feb 2021 10:28:45.758,6774.039040,6774.102967,0.00307195,51.556655,49.363751,103.981093,416.775699,375.156234,5548.667121,900
1 Mar 2021 01:51:34.696,6773.995304,6774.060347,0.00309866,51.556593,50.778612,100.752114,416.913825,374.932868,5548.614756,910
1 Mar 2021 17:14:23.114,6773.951251,6774.017383,0.00312451,51.556596,52.203713,97.523081,417.045863,374.714904,5548.561969,920
2 Mar 2021 08:37:11.009,6773.906778,6773.973970,0.00314947,51.556672,53.639786,94.294025,417.171428,374.502512,5548.508630,930
2 Mar 2021 23:59:58.375,6773.862012,6773.930235,0.00317355,51.556815,55.086736,91.064975,417.290651,374.295818,5548.454895,940
3 Mar 2021 15:22:45.210,6773.816648,6773.885870,0.00319672,51.557009,56.545077,87.835951,417.403056,374.094684,5548.400388,950
4 Mar 2021 06:45:31.505,6773.770731,6773.840919,0.00321894,51.557226,58.015279,84.606961,417.508496,373.899341,5548.345159,960
4 Mar 2021 22:08:17.254,6773.724339,6773.795457,0.00324023,51.557438,59.497198,81.377997,417.607083,373.709831,5548.289304,970
5 Mar 2021 13:31:02.451,6773.677323,6773.749335,0.00326053,51.557619,60.991636,78.149041,417.698330,373.526339,5548.232637,980
6 Mar 2021 04:53:47.087,6773.629651,6773.702517,0.00327982,51.557750,62.498875,74.920063,417.782029,373.349004,5548.175116,990
6 Mar 2021 20:16:31.156,6773.581438,6773.655118,0.00329810,51.557826,64.018722,71.691035,417.858301,373.177935,5548.116881,1000
7 Mar 2021 11:39:14.650,6773.532527,6773.606978,0.00331532,51.557853,65.551842,68.461931,417.926628,373.013329,5548.057736,1010
8 Mar 2021 03:01:57.559,6773.482905,6773.558082,0.00333145,51.557845,67.098413,65.232734,417.986826,372.855337,5547.997661,1020
8 Mar 2021 18:24:39.876,6773.432717,6773.508574,0.00334649,51.557822,68.658202,62.003436,418.039073,372.704075,5547.936837,1030
9 Mar 2021 09:47:21.592,6773.381811,6773.458300,0.00336041,51.557806,70.231777,58.774044,418.082893,372.559707,5547.875070,1040
10 Mar 2021 01:10:02.699,6773.330193,6773.407263,0.00337318,51.557813,71.819298,55.544569,418.118167,372.422359,5547.812367,1050
10 Mar 2021 16:32:43.189,6773.278028,6773.355629,0.00338481,51.557855,73.420624,52.315032,418.145140,372.292118,5547.748931,1060
11 Mar 2021 07:55:23.054,6773.225180,6773.303261,0.00339526,51.557936,75.036315,49.085453,418.163397,372.169126,5547.684592,1070
11 Mar 2021 23:18:02.287,6773.171822,6773.250331,0.00340455,51.558052,76.666341,45.855851,418.173205,372.053457,5547.619563,1080
12 Mar 2021 14:40:40.880,6773.117836,6773.196717,0.00341264,51.558195,78.311278,42.626240,418.174178,371.945256,5547.553695,1090
13 Mar 2021 06:03:18.826,6773.063261,6773.142460,0.00341951,51.558353,79.971430,39.396630,418.166274,371.844646,5547.487036,1100
13 Mar 2021 21:25:56.119,6773.008267,6773.087727,0.00342518,51.558510,81.646960,36.167022,418.149759,371.751696,5547.419794,1110
14 Mar 2021 12:48:32.752,6772.952770,6773.032436,0.00342961,51.558654,83.338439,32.937412,418.124281,371.666591,5547.351866,1120
15 Mar 2021 04:11:08.719,6772.896828,6772.976641,0.00343278,51.558773,85.046251,29.707789,418.089803,371.589478,5547.283318,1130
15 Mar 2021 19:33:44.015,6772.840588,6772.920490,0.00343472,51.558858,86.770743,26.478139,418.046561,371.520418,5547.214334,1140
16 Mar 2021 10:56:18.636,6772.783981,6772.863912,0.00343537,51.558907,88.512452,23.248448,417.994195,371.459630,5547.144827,1150
17 Mar 2021 02:18:52.576,6772.727070,6772.806970,0.00343472,51.558921,90.271811,20.018699,417.932663,371.407278,5547.074872,1160
17 Mar 2021 17:41:25.832,6772.669972,6772.749782,0.00343278,51.558904,92.049337,16.788878,417.862162,371.363402,5547.004614,1170
18 Mar 2021 09:03:58.401,6772.612685,6772.692342,0.00342952,51.558866,93.845464,13.558975,417.782398,371.328287,5546.934048,1180
19 Mar 2021 00:26:30.279,6772.555161,6772.634604,0.00342491,51.558815,95.660846,10.328985,417.693281,371.301927,5546.863115,1190
19 Mar 2021 15:49:01.466,6772.497690,6772.576857,0.00341897,51.558763,97.495793,7.098905,417.595062,371.284653,5546.792173,1200
20 Mar 2021 07:11:31.959,6772.440189,6772.519016,0.00341164,51.558721,99.350831,3.868741,417.487436,371.276597,5546.721115,1210
20 Mar 2021 22:34:01.759,6772.382706,6772.461132,0.00340296,51.558695,101.226756,0.638502,417.370554,371.277710,5546.650003,1220
21 Mar 2021 13:56:30.865,6772.325272,6772.403233,0.00339288,51.558689,103.123871,357.408200,417.244177,371.288289,5546.578875,1230
22 Mar 2021 05:18:59.277,6772.267920,6772.345353,0.00338139,51.558702,105.042740,354.177849,417.108274,371.308433,5546.507770,1240
22 Mar 2021 20:41:26.995,6772.210662,6772.287506,0.00336851,51.558729,106.984365,350.947463,416.962996,371.338015,5546.436704,1250
23 Mar 2021 12:03:54.021,6772.153527,6772.229720,0.00335420,51.558759,108.949039,347.717051,416.808144,371.377295,5546.365715,1260
24 Mar 2021 03:26:20.353,6772.096528,6772.172007,0.00333847,51.558778,110.937465,344.486621,416.643711,371.426303,5546.294817,1270
24 Mar 2021 18:48:45.994,6772.039649,6772.114354,0.00332134,51.558771,112.950912,341.256170,416.469880,371.484828,5546.223992,1280
25 Mar 2021 10:11:10.943,6771.982901,6772.056774,0.00330279,51.558724,114.989768,338.025688,416.286480,371.553068,5546.153256,1290
26 Mar 2021 01:33:35.201,6771.926272,6771.999254,0.00328282,51.558628,117.054966,334.795159,416.093531,371.630976,5546.082595,1300
26 Mar 2021 16:55:58.768,6771.869734,6771.941769,0.00326147,51.558479,119.148114,331.564560,415.891261,371.718276,5546.011977,1310
27 Mar 2021 08:18:21.644,6771.813269,6771.884301,0.00323871,51.558283,121.269804,328.333867,415.679502,371.815101,5545.941381,1320
27 Mar 2021 23:40:43.827,6771.756846,6771.826824,0.00321459,51.558053,123.421856,325.103055,415.458500,371.921148,5545.870773,1330
28 Mar 2021 15:03:05.318,6771.700435,6771.769306,0.00318909,51.557812,125.605076,321.872111,415.228083,372.036529,5545.800116,1340
29 Mar 2021 06:25:26.115,6771.643985,6771.711699,0.00316221,51.557584,127.820864,318.641027,414.988273,372.161125,5545.729349,1350
29 Mar 2021 21:47:46.215,6771.587488,6771.653999,0.00313400,51.557392,130.071371,315.409814,414.739362,372.294636,5545.658469,1360
30 Mar 2021 13:10:05.617,6771.530864,6771.596125,0.00310444,51.557252,132.357546,312.178491,414.481133,372.437117,5545.587376,1370
31 Mar 2021 04:32:24.319,6771.474058,6771.538027,0.00307354,51.557172,134.681006,308.947089,414.213633,372.588421,5545.516006,1380
31 Mar 2021 19:54:42.315,6771.417097,6771.479732,0.00304136,51.557143,137.044078,305.715640,413.937238,372.748227,5545.444396,1390
1 Apr 2021 11:16:59.604,6771.359861,6771.421124,0.00300788,51.557150,139.447822,302.484174,413.651753,372.916496,5545.372402,1400
2 Apr 2021 02:39:16.181,6771.302300,6771.362156,0.00297313,51.557167,141.893990,299.252712,413.357318,373.092993,5545.299965,1410
2 Apr 2021 18:01:32.039,6771.244481,6771.302897,0.00293719,51.557168,144.385054,296.021259,413.054468,373.277325,5545.227171,1420
3 Apr 2021 09:23:47.174,6771.186258,6771.243206,0.00290004,51.557131,146.922247,292.789809,412.743104,373.469308,5545.153847,1430
4 Apr 2021 00:46:01.580,6771.127597,6771.183051,0.00286175,51.557043,149.507539,289.558343,412.423516,373.668586,5545.079953,1440
4 Apr 2021 16:08:15.249,6771.068607,6771.122546,0.00282241,51.556902,152.143641,286.326836,412.096421,373.874671,5545.005630,1450
5 Apr 2021 07:30:28.177,6771.009134,6771.061540,0.00278203,51.556717,154.832074,283.095258,411.761852,374.087228,5544.930692,1460
5 Apr 2021 22:52:40.355,6770.949313,6771.000174,0.00274073,51.556505,157.575724,279.863587,411.420642,374.305707,5544.855312,1470
6 Apr 2021 14:14:51.777,6770.888994,6770.938301,0.00269854,51.556288,160.376289,276.631805,411.072923,374.529678,5544.779309,1480
7 Apr 2021 05:37:02.437,6770.828181,6770.875928,0.00265554,51.556089,163.236152,273.399905,410.719270,374.758586,5544.702693,1490
7 Apr 2021 20:59:12.327,6770.767039,6770.813229,0.00261187,51.555928,166.158336,270.167888,410.360679,374.991779,5544.625676,1500
8 Apr 2021 12:21:21.442,6770.705441,6770.750077,0.00256757,51.555818,169.144623,266.935765,409.997478,375.228676,5544.548103,1510
9 Apr 2021 03:43:29.776,6770.643420,6770.686512,0.00252278,51.555765,172.197357,263.703551,409.630437,375.468586,5544.470023,1520
9 Apr 2021 19:05:37.324,6770.581158,6770.622720,0.00247762,51.555770,175.319388,260.471264,409.260718,375.710721,5544.391665,1530
10 Apr 2021 10:27:44.080,6770.518562,6770.558614,0.00243219,51.555823,178.512207,257.238924,408.888894,375.954334,5544.312922,1540
11 Apr 2021 01:49:50.041,6770.455696,6770.494261,0.00238663,51.555910,181.777696,254.006547,408.515952,376.198570,5544.233875,1550
11 Apr 2021 17:11:55.204,6770.392731,6770.429838,0.00234112,51.556015,185.118072,250.774147,408.143204,376.442473,5544.154744,1560
12 Apr 2021 08:33:59.565,6770.329626,6770.365309,0.00229577,51.556120,188.533981,247.541730,407.771499,376.685119,5544.075482,1570
12 Apr 2021 23:56:03.124,6770.266448,6770.300746,0.00225077,51.556206,192.026599,244.309300,407.402112,376.925379,5543.996178,1580
13 Apr 2021 15:18:05.878,6770.203361,6770.236316,0.00220627,51.556260,195.596141,241.076851,407.036313,377.162320,5543.917040,1590
14 Apr 2021 06:40:07.830,6770.140363,6770.172022,0.00216247,51.556270,199.241992,237.844376,406.675293,377.394752,5543.838068,1600
14 Apr 2021 22:02:08.979,6770.077564,6770.107978,0.00211954,51.556234,202.963787,234.611863,406.320519,377.621438,5543.759403,1610
15 Apr 2021 13:24:09.328,6770.015002,6770.044227,0.00207769,51.556152,206.758931,231.379298,405.973246,377.841207,5543.681098,1620
16 Apr 2021 04:46:08.879,6769.952755,6769.980849,0.00203709,51.556031,210.624550,228.146668,405.634892,378.052806,5543.603252,1630
16 Apr 2021 20:08:07.637,6769.890872,6769.917896,0.00199796,51.555886,214.557554,224.913960,405.306907,378.254886,5543.525929,1640
17 Apr 2021 11:30:05.607,6769.829427,6769.855447,0.00196049,51.555732,218.552091,221.681166,404.990660,378.446234,5543.449225,1650
18 Apr 2021 02:52:02.793,6769.768482,6769.793565,0.00192487,51.555590,222.601890,218.448281,404.687547,378.625584,5543.373218,1660
18 Apr 2021 18:13:59.202,6769.708024,6769.732239,0.00189131,51.555476,226.700444,215.215306,404.398870,378.791609,5543.297894,1670
19 Apr 2021 09:35:54.842,6769.648151,6769.671571,0.00185997,51.555408,230.838091,211.982247,404.125931,378.943210,5543.223377,1680
20 Apr 2021 00:57:49.720,6769.588902,6769.611598,0.00183102,51.555394,235.004951,208.749115,403.869912,379.079284,5543.149716,1690
20 Apr 2021 16:19:43.845,6769.530210,6769.552257,0.00180463,51.555438,239.191299,205.515923,403.631796,379.198718,5543.076831,1700
21 Apr 2021 07:41:37.224,6769.472184,6769.493655,0.00178092,51.555532,243.384260,202.282687,403.412579,379.300731,5543.004854,1710
21 Apr 2021 23:03:29.866,6769.414732,6769.435701,0.00176000,51.555661,247.572752,199.049419,403.212940,379.384462,5542.933674,1720
22 Apr 2021 14:25:21.780,6769.357949,6769.378490,0.00174197,51.555798,251.742821,195.816130,403.033546,379.449435,5542.863406,1730
23 Apr 2021 05:47:12.975,6769.301822,6769.322009,0.00172688,51.555916,255.881741,192.582822,402.874788,379.495230,5542.794034,1740
23 Apr 2021 21:09:03.460,6769.246231,6769.266135,0.00171476,51.555984,259.978528,189.349489,402.736802,379.521469,5542.725410,1750
24 Apr 2021 12:30:53.242,6769.191241,6769.210934,0.00170563,51.555979,264.019993,186.116117,402.619671,379.528197,5542.657611,1760
25 Apr 2021 03:52:42.329,6769.136809,6769.156359,0.00169945,51.555885,267.995276,182.882687,402.523214,379.515504,5542.590582,1770
25 Apr 2021 19:14:30.729,6769.082805,6769.102281,0.00169620,51.555704,271.896178,179.649177,402.447063,379.483499,5542.524163,1780
26 Apr 2021 10:36:18.448,6769.029252,6769.048718,0.00169581,51.555453,275.712824,176.415569,402.390751,379.432686,5542.458378,1790
27 Apr 2021 01:58:05.491,6768.976080,6768.995601,0.00169819,51.555160,279.438304,173.181847,402.353635,379.363567,5542.393140,1800
27 Apr 2021 17:19:51.865,6768.923177,6768.942815,0.00170325,51.554865,283.068694,169.948011,402.335007,379.276622,5542.328308,1810
28 Apr 2021 08:41:37.573,6768.870518,6768.890331,0.00171087,51.554606,286.598533,166.714068,402.334002,379.172659,5542.263849,1820
29 Apr 2021 00:03:22.619,6768.817814,6768.837861,0.00172092,51.554415,290.026210,163.480036,402.349497,379.052225,5542.199407,1830
29 Apr 2021 15:25:07.004,6768.765407,6768.785742,0.00173330,51.554311,293.350237,160.245940,402.381064,378.916421,5542.135396,1840
30 Apr 2021 06:46:50.732,6768.713015,6768.733694,0.00174785,51.554296,296.570075,157.011804,402.427413,378.765975,5542.071472,1850
30 Apr 2021 22:08:33.805,6768.660591,6768.681664,0.00176445,51.554355,299.688203,153.777648,402.487692,378.601635,5542.007571,1860
1 May 2021 13:30:16.223,6768.608036,6768.629554,0.00178297,51.554465,302.705231,150.543485,402.560785,378.424322,5541.943571,1870
2 May 2021 04:51:57.986,6768.555275,6768.577285,0.00180325,51.554593,305.623949,147.309316,402.645719,378.234850,5541.879377,1880
2 May 2021 20:13:39.090,6768.502307,6768.524855,0.00182520,51.554710,308.448971,144.075134,402.741758,378.033953,5541.814986,1890
3 May 2021 11:35:19.535,6768.449005,6768.472137,0.00184867,51.554789,311.182806,140.840923,402.847823,377.822450,5541.750241,1900
4 May 2021 02:56:59.317,6768.395308,6768.419066,0.00187355,51.554817,313.829586,137.606664,402.963064,377.601069,5541.685063,1910
4 May 2021 18:18:38.431,6768.341265,6768.365692,0.00189975,51.554788,316.394745,134.372338,403.086909,377.370475,5541.619512,1920
5 May 2021 09:40:16.873,6768.286733,6768.311870,0.00192714,51.554707,318.881507,131.137929,403.218380,377.131360,5541.553412,1930
6 May 2021 01:01:54.638,6768.231673,6768.257558,0.00195563,51.554590,321.294288,127.903426,403.356769,376.884348,5541.486711,1940
6 May 2021 16:23:31.720,6768.176174,6768.202846,0.00198514,51.554453,323.638441,124.668825,403.501661,376.630032,5541.419518,1950
7 May 2021 07:45:08.114,6768.120096,6768.147591,0.00201556,51.554317,325.917163,121.434130,403.652205,376.368978,5541.351658,1960
7 May 2021 23:06:43.814,6768.063548,6768.091903,0.00204684,51.554201,328.135512,118.199348,403.808078,376.101729,5541.283268,1970
8 May 2021 14:28:18.814,6768.006401,6768.035651,0.00207887,51.554120,330.296492,114.964493,403.968524,375.828778,5541.214184,1980
9 May 2021 05:49:53.108,6767.948659,6767.978836,0.00211160,51.554083,332.403920,111.729582,404.133072,375.550600,5541.144410,1990
9 May 2021 21:11:26.690,6767.890451,6767.921589,0.00214496,51.554095,334.462255,108.494629,404.301498,375.267680,5541.074105,2000
10 May 2021 12:32:59.554,6767.831677,6767.863807,0.00217888,51.554154,336.474063,105.259650,404.473196,374.980419,5541.003144,2010
11 May 2021 03:54:31.695,6767.772368,6767.805522,0.00221332,51.554252,338.442595,102.024655,404.647818,374.689227,5540.931565,2020
